category,current_price,stock_remaining,weekly_sales,day,month,weekend,recommended_price
Frozen,44.98,219,113,Wednesday,March,0,50.38
Dairy,170.0,404,47,Wednesday,July,0,170.0
Household,240.64,499,38,Friday,January,0,216.58
Beverages,190.47,149,120,Tuesday,October,0,213.33
Dairy,62.05,109,104,Wednesday,September,0,69.5
Vegetables,393.9,365,45,Tuesday,July,0,393.9
Dairy,331.96,77,49,Sunday,November,1,348.56
Bakery,478.04,491,120,Tuesday,October,0,535.4
Vegetables,498.93,323,71,Saturday,July,1,523.88
Vegetables,369.19,434,113,Friday,January,0,413.49
Fruits,333.01,267,57,Wednesday,May,0,333.01
Snacks,419.64,151,117,Tuesday,June,0,470.0
Snacks,401.51,186,30,Thursday,June,0,401.51
Bakery,349.61,228,94,Thursday,June,0,391.56
Bakery,182.47,259,10,Wednesday,November,0,164.22
Fruits,306.56,230,101,Thursday,April,0,343.35
Beverages,463.6,126,100,Thursday,November,0,519.23
Beverages,306.72,408,37,Wednesday,June,0,276.05
Bakery,49.94,216,65,Tuesday,October,0,52.44
Fruits,319.99,396,26,Tuesday,August,0,287.99
Dairy,91.72,215,34,Sunday,September,1,91.72
Fruits,374.0,65,112,Monday,July,0,418.88
Dairy,348.12,38,17,Friday,September,0,348.12
Frozen,453.09,182,17,Thursday,December,0,407.78
Vegetables,128.3,151,16,Wednesday,June,0,115.47
Bakery,497.13,24,10,Saturday,June,1,497.13
Fruits,456.23,323,58,Saturday,July,1,456.23
Personal Care,381.25,359,18,Saturday,March,1,343.12
Vegetables,51.06,459,1,Friday,October,0,45.95
Household,340.21,233,49,Wednesday,August,0,340.21
Beverages,259.25,302,36,Sunday,February,1,259.25
Snacks,155.7,175,7,Friday,September,0,140.13
Vegetables,294.12,433,119,Thursday,May,0,329.41
Household,198.19,388,23,Tuesday,January,0,178.37
Snacks,220.96,143,74,Friday,June,0,232.01
Bakery,180.2,85,16,Wednesday,May,0,162.18
Fruits,225.07,454,22,Wednesday,May,0,202.56
Bakery,463.01,342,36,Tuesday,February,0,463.01
Snacks,280.56,261,97,Tuesday,January,0,314.23
Dairy,480.33,277,69,Sunday,April,1,504.35
Dairy,249.3,422,4,Wednesday,April,0,224.37
Personal Care,471.48,293,55,Saturday,August,1,471.48
Vegetables,71.83,233,38,Monday,December,0,71.83
Bakery,227.76,222,64,Wednesday,February,0,239.15
Beverages,496.61,375,86,Monday,June,0,521.44
Bakery,374.7,114,94,Monday,June,0,419.66
Beverages,258.46,142,59,Saturday,December,1,271.38
Vegetables,339.32,38,91,Saturday,June,1,380.04
Dairy,222.36,478,91,Sunday,September,1,233.48
Household,103.3,286,85,Sunday,November,1,108.47
Dairy,475.1,322,2,Tuesday,March,0,427.59
Frozen,437.34,113,87,Tuesday,May,0,489.82
Fruits,84.2,417,24,Saturday,August,1,75.78
Personal Care,74.58,326,113,Monday,September,0,83.53
Snacks,11.57,35,63,Friday,October,0,12.15
Snacks,357.9,20,54,Saturday,May,1,375.8
Frozen,319.2,121,82,Wednesday,August,0,335.16
Vegetables,331.9,93,113,Wednesday,April,0,371.73
Personal Care,337.31,251,102,Saturday,July,1,377.79
Household,276.27,152,13,Tuesday,February,0,248.64
Personal Care,215.6,229,42,Tuesday,November,0,215.6
Frozen,66.75,238,41,Saturday,February,1,66.75
Household,351.51,361,17,Sunday,August,1,316.36
Fruits,304.52,352,31,Monday,May,0,274.07
Personal Care,258.67,456,109,Sunday,July,1,289.71
Dairy,285.51,166,34,Saturday,June,1,285.51
Frozen,201.78,227,55,Thursday,May,0,201.78
Dairy,141.48,373,29,Wednesday,November,0,127.33
Dairy,161.17,210,29,Friday,March,0,161.17
Vegetables,111.04,321,15,Friday,October,0,99.94
Household,73.32,277,3,Saturday,January,1,65.99
Frozen,54.22,361,43,Wednesday,September,0,54.22
Bakery,330.92,266,27,Wednesday,September,0,297.83
Snacks,492.76,430,69,Thursday,December,0,492.76
Snacks,152.19,83,117,Wednesday,June,0,170.45
Frozen,115.65,376,32,Monday,January,0,104.09
Dairy,380.01,270,14,Friday,July,0,342.01
Fruits,30.72,145,39,Monday,April,0,30.72
Snacks,26.55,384,16,Sunday,July,1,23.89
Frozen,74.28,380,113,Wednesday,February,0,83.19
Bakery,46.21,370,91,Sunday,December,1,48.52
Frozen,19.88,381,107,Friday,October,0,22.27
Beverages,56.82,302,102,Thursday,April,0,63.64
Personal Care,394.54,218,66,Saturday,January,1,414.27
Personal Care,144.28,104,13,Wednesday,November,0,129.85
Fruits,194.52,220,12,Tuesday,July,0,175.07
Vegetables,146.49,146,117,Saturday,September,1,164.07
Vegetables,129.86,9,64,Saturday,July,1,136.35
Household,383.72,366,14,Thursday,April,0,345.35
Dairy,204.7,119,58,Wednesday,August,0,214.94
Bakery,324.98,171,19,Sunday,November,1,324.98
Bakery,56.74,87,27,Sunday,August,1,56.74
Snacks,51.11,207,79,Sunday,August,1,53.67
Vegetables,364.29,291,98,Tuesday,January,0,408.0
Fruits,133.49,160,95,Wednesday,March,0,149.51
Dairy,167.51,290,77,Thursday,January,0,175.89
Personal Care,348.29,387,72,Sunday,August,1,365.7
Vegetables,254.91,492,84,Tuesday,June,0,267.66
Fruits,357.35,264,72,Sunday,December,1,375.22
Bakery,461.4,218,90,Monday,July,0,484.47
Beverages,380.87,83,67,Saturday,February,1,399.91
Beverages,106.71,446,15,Monday,July,0,96.04
Fruits,93.65,412,68,Thursday,March,0,93.65
Vegetables,214.89,5,38,Monday,July,0,214.89
Personal Care,362.77,451,87,Wednesday,September,0,380.91
Household,311.4,191,73,Saturday,March,1,326.97
Beverages,152.2,351,27,Sunday,October,1,136.98
Household,264.5,129,61,Thursday,April,0,277.73
Household,464.27,369,110,Tuesday,March,0,519.98
Vegetables,360.39,243,2,Wednesday,July,0,324.35
Beverages,83.67,35,1,Wednesday,December,0,75.3
Snacks,107.64,49,69,Thursday,June,0,113.02
Bakery,39.94,240,77,Tuesday,February,0,41.94
Household,321.81,453,29,Wednesday,November,0,289.63
Dairy,464.66,141,37,Sunday,July,1,464.66
Personal Care,189.96,393,52,Wednesday,September,0,189.96
Vegetables,324.38,104,10,Friday,March,0,291.94
Bakery,368.02,144,23,Wednesday,October,0,368.02
Bakery,72.09,268,76,Saturday,July,1,75.69
Household,292.07,437,76,Friday,May,0,306.67
Fruits,112.56,2,101,Tuesday,April,0,126.07
Bakery,465.48,315,19,Tuesday,March,0,418.93
Fruits,438.56,166,10,Monday,March,0,394.7
Vegetables,405.54,218,86,Thursday,June,0,425.82
Personal Care,255.18,61,31,Friday,July,0,255.18
Frozen,389.22,362,61,Wednesday,May,0,389.22
Vegetables,165.32,41,114,Friday,April,0,185.16
Beverages,473.29,427,36,Saturday,March,1,425.96
Frozen,284.64,251,89,Sunday,May,1,318.8
Bakery,283.37,223,84,Wednesday,March,0,297.54
Dairy,434.41,438,60,Sunday,November,1,434.41
Household,366.96,110,79,Friday,April,0,385.31
Frozen,193.36,478,96,Monday,April,0,203.03
Fruits,186.89,100,1,Friday,May,0,168.2
Household,56.11,189,118,Wednesday,September,0,62.84
Dairy,307.32,18,83,Wednesday,November,0,344.2
Fruits,205.16,357,91,Wednesday,May,0,215.42
Dairy,485.86,422,4,Sunday,December,1,437.27
Fruits,498.64,324,59,Thursday,March,0,498.64
Fruits,377.47,332,97,Friday,February,0,396.34
Dairy,191.07,314,115,Saturday,March,1,214.0
Beverages,436.75,68,11,Thursday,February,0,393.07
Dairy,227.26,364,8,Wednesday,February,0,204.53
Vegetables,145.96,437,25,Saturday,October,1,131.36
Dairy,173.01,345,109,Wednesday,December,0,193.77
Beverages,453.81,301,93,Wednesday,September,0,476.5
Dairy,470.87,207,54,Sunday,November,1,494.41
Dairy,41.83,423,98,Friday,March,0,43.92
Personal Care,51.14,228,6,Wednesday,October,0,46.03
Snacks,347.47,210,23,Saturday,December,1,347.47
Dairy,162.47,288,45,Monday,June,0,162.47
Fruits,288.4,357,12,Friday,August,0,259.56
Bakery,66.97,47,24,Saturday,February,1,66.97
Beverages,165.58,321,3,Sunday,March,1,149.02
Dairy,116.59,192,59,Monday,December,0,122.42
Snacks,160.81,349,83,Sunday,April,1,168.85
Beverages,162.14,195,91,Wednesday,March,0,181.6
Personal Care,78.81,162,53,Tuesday,April,0,82.75
Personal Care,442.95,91,38,Wednesday,December,0,442.95
Fruits,139.63,251,46,Friday,June,0,139.63
Household,388.46,268,58,Sunday,November,1,407.88
Beverages,28.0,428,75,Thursday,March,0,29.4
Vegetables,288.67,360,56,Wednesday,November,0,288.67
Personal Care,111.65,359,65,Friday,December,0,111.65
Personal Care,54.47,396,27,Wednesday,April,0,49.02
Fruits,137.81,473,15,Friday,November,0,124.03
Beverages,242.85,240,76,Wednesday,June,0,254.99
Frozen,332.57,462,5,Wednesday,December,0,299.31
Bakery,318.44,446,116,Monday,March,0,356.65
Frozen,242.99,173,83,Monday,March,0,255.14
Household,160.08,240,70,Tuesday,January,0,168.08
Fruits,406.52,234,76,Friday,December,0,426.85
Frozen,368.17,243,107,Tuesday,May,0,412.35
Household,304.46,248,87,Thursday,May,0,319.68
Dairy,485.68,450,30,Sunday,September,1,437.11
Bakery,216.28,397,35,Friday,July,0,194.65
Dairy,90.37,86,119,Wednesday,October,0,101.21
Vegetables,107.25,498,73,Sunday,March,1,112.61
Beverages,335.07,404,7,Monday,May,0,301.56
Beverages,402.73,235,51,Tuesday,August,0,402.73
Dairy,332.72,103,114,Tuesday,May,0,372.65
Personal Care,49.38,121,110,Tuesday,July,0,55.31
Bakery,364.83,79,88,Friday,June,0,408.61
Dairy,243.9,177,13,Thursday,September,0,219.51
Frozen,352.4,468,61,Saturday,July,1,352.4
Fruits,356.05,391,118,Monday,July,0,398.78
Beverages,165.99,479,18,Thursday,June,0,149.39
Personal Care,411.7,374,112,Thursday,October,0,461.1
Frozen,271.72,178,63,Saturday,December,1,285.31
Dairy,118.63,312,23,Sunday,April,1,106.77
Household,187.52,257,106,Monday,October,0,210.02
Frozen,458.15,331,30,Tuesday,August,0,412.33
Snacks,31.68,155,56,Monday,June,0,33.26
Frozen,330.48,218,20,Wednesday,May,0,297.43
Frozen,340.88,247,5,Wednesday,July,0,306.79
Beverages,90.14,350,67,Sunday,February,1,94.65
Fruits,405.05,178,88,Saturday,February,1,453.66
Frozen,403.74,7,21,Wednesday,March,0,403.74
Vegetables,198.16,233,2,Thursday,November,0,178.34
Frozen,217.0,28,39,Thursday,May,0,217.0
Bakery,305.78,411,117,Thursday,September,0,342.47
Household,392.69,365,43,Sunday,September,1,392.69
Household,64.72,92,55,Friday,July,0,67.96
Bakery,83.69,173,120,Saturday,October,1,93.73
Personal Care,106.83,417,79,Saturday,August,1,112.17
Frozen,33.79,145,6,Monday,August,0,30.41
Fruits,189.88,456,77,Saturday,June,1,199.37
Personal Care,218.59,346,38,Sunday,January,1,218.59
Vegetables,140.95,151,46,Thursday,January,0,140.95
Fruits,169.07,326,5,Friday,February,0,152.16
Household,368.63,273,95,Thursday,April,0,387.06
Beverages,51.18,49,17,Saturday,March,1,51.18
Fruits,221.24,141,45,Thursday,December,0,221.24
Snacks,460.2,463,107,Saturday,September,1,515.42
Fruits,29.91,168,48,Monday,March,0,29.91
Bakery,197.14,372,11,Wednesday,November,0,177.43
Personal Care,217.04,12,24,Saturday,May,1,217.04
Bakery,420.06,222,15,Sunday,April,1,378.05
Personal Care,497.51,316,66,Friday,April,0,522.39
Dairy,193.38,243,28,Sunday,July,1,193.38
Personal Care,375.97,399,24,Wednesday,September,0,338.37
Dairy,306.27,466,24,Saturday,May,1,275.64
Personal Care,12.48,107,3,Sunday,July,1,11.23
Beverages,144.64,237,77,Sunday,November,1,151.87
Household,57.6,116,3,Saturday,June,1,51.84
Snacks,41.22,148,94,Saturday,October,1,46.17
Fruits,298.08,326,77,Wednesday,September,0,312.98
Frozen,243.05,286,2,Wednesday,June,0,218.75
Household,179.72,228,20,Thursday,December,0,161.75
Fruits,113.21,358,22,Saturday,July,1,101.89
Personal Care,207.44,339,110,Friday,February,0,232.33
Fruits,285.05,177,11,Tuesday,December,0,256.55
Vegetables,190.9,150,97,Wednesday,August,0,213.81
Fruits,24.49,320,75,Tuesday,October,0,25.71
Household,286.8,213,98,Monday,May,0,321.22
Vegetables,374.59,121,49,Friday,March,0,374.59
Frozen,307.49,436,16,Monday,July,0,276.74
Snacks,113.54,57,74,Wednesday,March,0,119.22
Beverages,385.77,377,52,Friday,July,0,385.77
Household,378.13,215,116,Friday,May,0,423.51
Household,387.54,323,14,Saturday,November,1,348.79
Household,256.13,273,51,Tuesday,July,0,256.13
Fruits,380.85,147,106,Thursday,March,0,426.55
Beverages,206.03,2,69,Sunday,June,1,216.33
Fruits,331.53,350,117,Monday,July,0,371.31
Frozen,487.38,211,25,Saturday,January,1,487.38
Snacks,77.9,318,65,Monday,October,0,81.8
Frozen,473.29,167,79,Tuesday,March,0,496.95
Fruits,345.34,488,48,Monday,December,0,345.34
Frozen,280.51,443,25,Sunday,March,1,252.46
Fruits,190.84,448,31,Tuesday,August,0,171.76
Snacks,168.13,151,9,Monday,April,0,151.32
Fruits,235.0,351,78,Thursday,April,0,246.75
Beverages,486.67,257,83,Monday,October,0,511.0
Household,437.32,466,21,Tuesday,August,0,393.59
Bakery,13.37,17,88,Saturday,July,1,14.97
Vegetables,497.81,442,50,Monday,July,0,497.81
Personal Care,442.84,276,16,Saturday,October,1,398.56
Vegetables,360.23,225,62,Sunday,December,1,378.24
Dairy,153.55,204,107,Sunday,December,1,171.98
Dairy,188.05,367,119,Friday,November,0,210.62
Fruits,220.01,64,14,Tuesday,May,0,198.01
Bakery,363.78,188,53,Saturday,June,1,381.97
Beverages,457.36,408,62,Tuesday,May,0,457.36
Bakery,171.71,356,10,Thursday,December,0,154.54
Fruits,378.73,388,34,Wednesday,May,0,340.86
Fruits,172.02,231,90,Wednesday,October,0,180.62
Personal Care,301.27,390,18,Tuesday,September,0,271.14
Personal Care,22.71,451,48,Friday,June,0,22.71
Personal Care,160.26,367,21,Friday,November,0,144.23
Personal Care,242.89,226,87,Wednesday,March,0,255.03
Beverages,81.8,150,110,Thursday,May,0,91.62
Snacks,23.72,109,75,Wednesday,March,0,24.91
Dairy,137.12,370,66,Saturday,September,1,143.98
Frozen,243.72,461,22,Wednesday,November,0,219.35
Beverages,297.7,257,41,Friday,June,0,297.7
Frozen,434.05,249,83,Tuesday,September,0,455.75
Fruits,95.94,460,49,Monday,November,0,95.94
Bakery,177.76,159,27,Tuesday,March,0,177.76
Personal Care,308.23,374,102,Monday,November,0,323.64
Snacks,184.69,236,73,Saturday,January,1,193.92
Vegetables,450.09,380,26,Wednesday,November,0,405.08
Dairy,205.26,51,43,Friday,February,0,205.26
Personal Care,281.11,274,109,Saturday,September,1,314.84
Bakery,485.51,29,58,Friday,September,0,509.79
Snacks,129.9,409,95,Tuesday,December,0,136.4
Snacks,121.89,368,59,Tuesday,January,0,121.89
Personal Care,280.47,47,96,Tuesday,December,0,314.13
Bakery,454.01,68,67,Wednesday,January,0,476.71
Snacks,121.52,300,98,Friday,August,0,136.1
Fruits,58.15,452,101,Monday,June,0,61.06
Bakery,106.25,60,57,Monday,August,0,111.56
Snacks,58.94,302,28,Friday,August,0,53.05
Personal Care,288.97,298,56,Sunday,February,1,288.97
Fruits,390.92,100,76,Sunday,November,1,410.47
Fruits,496.2,129,97,Thursday,October,0,555.74
Personal Care,251.38,91,43,Friday,August,0,251.38
Vegetables,149.04,331,39,Wednesday,September,0,149.04
Snacks,177.16,348,72,Friday,May,0,186.02
Fruits,64.62,388,24,Thursday,January,0,58.16
Household,447.75,261,61,Thursday,March,0,470.14
Beverages,42.12,222,87,Wednesday,February,0,44.23
Fruits,177.79,352,69,Sunday,March,1,186.68
Snacks,391.61,391,30,Tuesday,May,0,352.45
Vegetables,159.64,393,68,Thursday,February,0,159.64
Personal Care,464.5,108,74,Saturday,March,1,487.73
Household,86.63,393,51,Sunday,March,1,86.63
Beverages,308.96,81,42,Friday,August,0,308.96
Frozen,392.08,138,30,Wednesday,August,0,392.08
Personal Care,191.69,157,43,Saturday,June,1,191.69
Household,230.36,218,73,Thursday,July,0,241.88
Dairy,383.49,207,8,Thursday,June,0,345.14
Beverages,487.74,393,36,Monday,December,0,438.97
Snacks,112.22,367,33,Wednesday,June,0,101.0
Dairy,167.7,405,49,Wednesday,September,0,167.7
Vegetables,372.12,409,28,Friday,September,0,334.91
Fruits,429.64,55,10,Tuesday,March,0,386.68
Household,364.2,483,93,Friday,August,0,382.41
Dairy,392.8,200,89,Saturday,August,1,439.94
Snacks,147.27,311,76,Thursday,January,0,154.63
Bakery,37.5,176,36,Friday,June,0,37.5
Fruits,462.57,57,61,Tuesday,December,0,485.7
Bakery,169.03,397,94,Thursday,March,0,177.48
Beverages,299.01,294,26,Friday,February,0,269.11
Fruits,130.16,294,70,Sunday,November,1,136.67
Personal Care,282.77,419,38,Saturday,January,1,282.77
Beverages,388.33,35,112,Sunday,December,1,434.93
Household,479.03,185,116,Sunday,August,1,536.51
Snacks,100.23,240,30,Thursday,June,0,100.23
Household,107.5,498,91,Wednesday,May,0,112.88
Dairy,78.73,329,53,Thursday,July,0,78.73
Fruits,401.07,426,68,Monday,September,0,401.07
Household,17.94,224,5,Friday,June,0,16.15
Vegetables,251.08,295,43,Saturday,February,1,251.08
Bakery,287.0,499,72,Sunday,February,1,287.0
Vegetables,87.53,263,109,Sunday,February,1,98.03
Fruits,308.92,98,97,Monday,November,0,345.99
Frozen,410.7,239,58,Saturday,March,1,431.24
Household,45.78,332,74,Wednesday,August,0,48.07
Vegetables,392.75,379,105,Thursday,January,0,439.88
Frozen,291.62,4,80,Sunday,July,1,326.61
Dairy,14.18,166,55,Tuesday,May,0,14.89
Snacks,296.34,394,42,Friday,August,0,296.34
Snacks,387.26,295,119,Wednesday,December,0,433.73
Beverages,102.54,76,27,Wednesday,March,0,102.54
Bakery,22.85,309,109,Monday,March,0,25.59
Vegetables,180.77,36,42,Sunday,June,1,189.81
Snacks,332.5,104,39,Tuesday,July,0,332.5
Personal Care,124.16,471,28,Sunday,June,1,111.74
Dairy,77.28,461,57,Monday,July,0,77.28
Dairy,227.54,381,110,Saturday,April,1,254.84
Frozen,34.12,225,52,Tuesday,April,0,34.12
Frozen,299.21,64,12,Tuesday,September,0,269.29
Vegetables,69.63,388,27,Monday,August,0,62.67
Household,377.34,163,54,Tuesday,April,0,396.21
Bakery,401.9,185,62,Wednesday,September,0,422.0
Bakery,473.0,9,1,Thursday,July,0,425.7
Frozen,481.17,52,46,Wednesday,May,0,505.23
Bakery,222.73,435,84,Wednesday,April,0,233.87
Bakery,328.71,415,50,Thursday,January,0,328.71
Personal Care,367.52,460,42,Monday,March,0,330.77
Snacks,96.91,5,17,Friday,March,0,96.91
Beverages,350.58,391,5,Monday,October,0,315.52
Snacks,434.51,339,38,Wednesday,October,0,434.51
Frozen,413.39,215,23,Tuesday,September,0,372.05
Beverages,373.56,415,86,Tuesday,June,0,392.24
Bakery,395.41,16,64,Tuesday,May,0,415.18
Frozen,316.4,466,108,Wednesday,October,0,332.22
Household,23.95,14,43,Monday,August,0,25.15
Dairy,370.13,74,117,Thursday,January,0,414.55
Vegetables,194.75,307,93,Friday,March,0,204.49
Beverages,59.06,179,115,Tuesday,February,0,66.15
Frozen,494.21,58,61,Thursday,July,0,518.92
Vegetables,225.8,439,78,Sunday,November,1,237.09
Dairy,162.6,241,116,Wednesday,March,0,182.11
Household,331.62,188,79,Saturday,December,1,348.2
Bakery,244.12,384,107,Sunday,October,1,273.41
Snacks,71.66,264,17,Sunday,March,1,64.49
Snacks,333.01,381,13,Saturday,July,1,299.71
Personal Care,444.59,54,32,Tuesday,May,0,444.59
Beverages,367.71,155,43,Saturday,August,1,367.71
Vegetables,263.28,453,35,Sunday,March,1,236.95
Household,216.79,339,19,Friday,December,0,195.11
Dairy,376.49,410,50,Saturday,January,1,376.49
Snacks,489.97,8,19,Saturday,January,1,489.97
Snacks,89.32,166,2,Friday,August,0,80.39
Fruits,430.26,97,81,Sunday,October,1,481.89
Frozen,231.53,110,59,Friday,May,0,243.11
Vegetables,225.53,382,36,Saturday,September,1,225.53
Household,175.25,457,24,Wednesday,June,0,157.72
Fruits,388.28,234,85,Monday,November,0,407.69
Household,384.0,135,9,Sunday,June,1,345.6
Frozen,324.72,494,70,Tuesday,February,0,324.72
Snacks,487.79,425,15,Monday,September,0,439.01
Personal Care,71.89,178,40,Thursday,July,0,71.89
Vegetables,492.31,43,111,Friday,March,0,551.39
Frozen,411.81,454,66,Tuesday,March,0,411.81
Snacks,390.2,102,94,Saturday,June,1,437.02
Vegetables,304.46,78,73,Sunday,September,1,319.68
Vegetables,33.03,273,47,Friday,April,0,33.03
Vegetables,91.71,82,13,Saturday,March,1,91.71
Snacks,423.19,385,92,Tuesday,September,0,444.35
Frozen,430.56,143,7,Thursday,May,0,387.5
Frozen,451.47,498,54,Thursday,August,0,451.47
Household,76.7,481,39,Monday,February,0,69.03
Personal Care,357.09,343,40,Tuesday,December,0,357.09
Bakery,39.02,211,18,Tuesday,August,0,35.12
Beverages,384.65,414,32,Thursday,March,0,346.19
Frozen,201.59,100,32,Sunday,June,1,201.59
Bakery,120.89,486,36,Tuesday,July,0,108.8
Bakery,365.73,300,87,Tuesday,April,0,384.02
Fruits,79.78,142,98,Wednesday,January,0,89.35
Bakery,265.1,269,14,Sunday,November,1,238.59
Fruits,123.77,225,39,Sunday,February,1,123.77
Vegetables,374.03,233,20,Monday,December,0,336.63
Household,438.87,487,6,Thursday,May,0,394.98
Bakery,317.18,219,75,Tuesday,December,0,333.04
Fruits,381.65,116,67,Monday,February,0,400.73
Household,128.23,436,86,Thursday,December,0,134.64
Frozen,216.62,327,14,Sunday,May,1,194.96
Personal Care,453.32,328,66,Wednesday,July,0,475.99
Personal Care,491.71,43,2,Monday,December,0,442.54
Fruits,128.94,254,29,Friday,July,0,116.05
Personal Care,60.94,400,106,Saturday,August,1,68.25
Vegetables,307.25,290,49,Friday,September,0,307.25
Frozen,30.63,56,76,Sunday,November,1,34.31
Bakery,292.06,61,98,Tuesday,June,0,327.11
Frozen,409.49,368,96,Monday,June,0,429.96
Fruits,427.59,294,111,Friday,January,0,478.9
Frozen,408.45,322,96,Sunday,July,1,457.46
Dairy,115.86,93,4,Saturday,June,1,104.27
Bakery,153.22,212,103,Monday,December,0,171.61
Fruits,426.22,130,46,Sunday,November,1,447.53
Household,182.67,495,32,Wednesday,August,0,164.4
Dairy,169.01,358,82,Wednesday,March,0,177.46
Snacks,283.65,443,71,Saturday,June,1,297.83
Frozen,379.13,400,105,Tuesday,August,0,398.09
Bakery,173.54,316,69,Saturday,April,1,182.22
Household,416.05,52,118,Saturday,February,1,465.98
